Implication Réseau 1/2/3,Implication 2019-2020,Implication 2017-2018,Latitude,Longitude,Département,Structure,Site Web,Adresse,Ville,CP,Full Address,Description,THEMATIQUE_1,THEMATIQUE_2,THEMATIQUE_3,Type de lieu,Organisation structurelle
,,2018,45.7696947,4.8292054,Rhône,Cie Essentiel Ephémère,https://www.essentielephemere.fr/,2 rue Fernand Rey,Lyon,69001,2 rue Fernand Rey Lyon 69001 ,"Envisage la création théâtrale comme l'occasion de s'immerger dans la société à travers l'observation, le recueil de témoignages. Programmation en lien avec les thématiques des migrations.",Artistes/ Collectifs d’artistes,,,Theatre,Compagnie
,,,45.1734908,5.727911,,Compagnie La Pagaille,http://lapagaille.fr/,2 rue gustave flaubert,Grenoble,38100,2 rue gustave flaubert Grenoble 38100 ,"Compagnie de théâtre engagée dans l'éducation populaire et les artivismes en tout genre, notamment sur les thématiques du sexisme, de la Françafrique, des frontières et de la précarité.  ",,,,,
,2020,,46.1990321,5.2170225,AIN,ASDA 01,,2 rue Larguillière,Bourg en Bresse,01000,2 rue Larguillière Bourg en Bresse 01000 ,Aide les demandeurs d’asile à rédiger les recours devant la Cour Nationale du Droit d'Asile (CNDA). Participe au réseau Traces.,,,,,
,,2018,45.76556799999999,4.8285371,Rhône,Cie M.A.,https://www.guignol-lyon.net/marionnette-contemporaine,2 rue Louis Carrand,Lyon,69005,2 rue Louis Carrand Lyon 69005 ,Compagnie du théâtre Guignol Lyon. A contribué à la biennale Traces 2018.,Artistes/ Collectifs d’artistes,,,Theatre,Compagnie
,2020,,45.6982894,4.8969944,Rhône,La Tribu hérisson,https://latribuherisson.com/,2 Rue Max Barel,Vénissieux,69200,2 Rue Max Barel Vénissieux 69200 ,"Musiques d’aujourd’hui, création contemporaine, arts sonores et arts du spectacle vivant. Confrontation des genres et nouveaux espaces de liberté et de créativité. Organise des événements lors des biennales Traces et contribue au réseau.",Artistes/ Collectifs d’artistes,,,theatre,Collectif
,2020,,45.6957581,4.8716922,,GPV Venissieux,,20 Avenue Jean Cagne,Vénissieux,69200,20 Avenue Jean Cagne Vénissieux 69200 ,"Grand Projet de Ville de Vénissieux. Revaloriser le quartier, réduire le taux de vacance des logements, et augmenter le nombre de logements sociaux. Participe à la biennale Traces 2020.",,,,,
,,2018,45.4499281,4.3906851,Loire,Smac le FIL,https://www.le-fil.com,20 Boulevard Thiers,Saint-Etienne,42000,20 Boulevard Thiers Saint-Etienne 42000 ,"Scènes de Musiques Actuelles gérée par l'association LIMACE. Projet numérique, lieu de vie, développement durable, économie sociale et solidaire. Thématiques de la migration, partenariats Traces.",,,,,
,,2018,45.7390517,4.6827293,Rhône,Communaute de communes Valons du Lyonnais,http://www.ccvl.fr/,20 chemin du stade,VAUGNERAY,69670,20 chemin du stade VAUGNERAY 69670 ,,Collectivités Territoriales,,,Communauté de Communes,Collectivité Territoriale
,2020,,48.8614938,2.3690916,Rhône,PEROU,http://www.perou-paris.org/,20 passage Saint-Sébastien,Paris,75011,20 passage Saint-Sébastien Paris 75011 ,Pôle d'Exploration des RessOurces Urbaines. Laboratoire de recherche-action sur la ville hostile. Actions sociale et architecturale. Partenariats réguliers avec le réseau Traces.,Patrimoine / mémoire,,,,
,,2018,45.7795614,3.0786044,Auvergne,Centre culturel Jules-Isaac,https://culture-juive-clermont.org/,20 rue des Quatre Passeports,Clermont-Ferrand,63000,20 rue des Quatre Passeports Clermont-Ferrand 63000 ,"Espace culturel et pédagogique, où tradition et modernité se rencontrent afin de préserver la culture juive, mémoire et la transmission aux jeunes générations. Contribue aux biennales Traces.",Equipements culturels / lieux / Champ culturel,,,Culturelle,Institution
,,,45.4341597,4.3806083,,Cie Nomade in France,https://www.cienomadeinfrance.net/,20 Rue Descours,Saint-Etienne,42000,20 Rue Descours Saint-Etienne 42000 ,"Compagnie théâtrale et musicale. Culture méditerranéennes, rencontres entre Orient et Occident.",Artistes/ Collectifs d’artistes,,,Theatre,Compagnie
,,,45.7612411,4.872249500000001,Rhône,Mémoires Minoritaire,http://memoiresminoritaires.org/,20 rue Docteur Dolard,Villeurbanne,69100,20 rue Docteur Dolard Villeurbanne 69100 ,,,,,,Association
,2020,2018,45.4277583,4.4085729,Loire,Radio Dio,http://radiodio.axperia.net/,20 Rue Henri Dunant,Saint-Étienne,42100,20 Rue Henri Dunant Saint-Étienne 42100 ,"« Libre, sauvage, et impertinente ». Radio associative alternative diffusant sur Saint-Étienne et sa proche banlieue. Diffusions en lien avec les thématiques des migrants, partenariats avec Traces.",Médias,,,Radio,Association
,,2018,45.4362269,4.381762,Loire,Cinémathèque de Saint-Etienne,https://cinematheque.saint-etienne.fr/,20 rue Jo Gouttebarge,Saint-Etienne,42001,20 rue Jo Gouttebarge Saint-Etienne 42001 ,Sauvegarde et valorisation du patrimoine cinématographique. Partenariats réguliers avec le réseau Traces.,Equipements culturels / lieux / Champ culturel,,,Cinéma,Institution
,2020,,45.7712503,4.8313614,Rhône,Forum Réfugiés-Cosi,https://www.forumrefugies.org/,20 Rue Neyret,Lyon,69001,20 Rue Neyret Lyon 69001 ,"Accueil des réfugiés, défense du droit d'asile et promotion de l’état de droit.",,,,,Association
,,,45.4424669,4.3877932,,Association Solidarité roms,,20 rue Rouget de Lisle,Saint Etienne,42100,20 rue Rouget de Lisle Saint Etienne 42100 ,"Accueil des populations roms roumaines, permanence juridique et administrative une fois par semaine. Aide à la recherche d'emploi.",,,,,
,,2016,45.0438582,5.0538815,Drôme,Accés Romans,https://www.accesromans.com/,20 rue Saint Antoine,Romans Sur Isère,26100,20 rue Saint Antoine Romans Sur Isère 26100 ,"Université populaire avec un grand choix de formations, activités culturelles, sorties, ateliers, offre à ses adhérents les moyens d'être des citoyens et des citoyennes critiques et autonomes",Education /Educ pop,,,,
,,2018,45.15414370000001,5.3199139,,Ville de Saint-Marcellin,https://www.saint-marcellin.fr/,21 Place d'Armes,Saint-Marcellin,38160,21 Place d'Armes Saint-Marcellin 38160 ,,Collectivités Territoriales,,,Ville,Collectivité Territoriale
,2020,,45.7752996,4.8355735,Rhône,Karakib,https://www.karakib.org/,21 Rue d'Austeritz,Lyon,69004,21 Rue d'Austeritz Lyon 69004 ,Producteur de spectacle vivant et label artistique indépendant. Défendre l'accès à la culture. Participe à la biennale Traces 2020.,Equipements culturels / lieux / Champ culturel,Artistes/ Collectifs d’artistes,,,lieu
,,2018,45.7322408,4.8924405,Rhône,Maison de quartier des Essarts,https://www.maisondesessarts.fr/,21 rue du parc,Bron,69500,21 rue du parc Bron 69500 ,"Lieu de vie de quartier. Accueille régulièrement des rencontres et échanges autour des thématiques des migrations, en partenariat avec le réseau Traces.",Equipements culturels / lieux / Champ culturel,,,Centre Social/ MJC / Régie,Lieu
,,,45.7339225,4.8850278,Rhône,Cie Théâtre du grabuge,https://www.theatredugrabuge.com/,21 RUE GENTON,LYON,69008,21 RUE GENTON LYON 69008 ,,Artistes/ Collectifs d’artistes,,,Theatre,Compagnie
,2020,,45.6680413,6.3774505,Savoie ,Univ'pop,https://univpop-albertville.fr/,21 Rue Georges Lamarque,Albertville,73200,21 Rue Georges Lamarque Albertville 73200 ,"Université populaire : éducation tout au long de la vie, à la popularisation des savoirs et cultures de tous types et au lien social. Projet éditorial sur l’histoire des migrations en Savoie. Contribue au réseau Traces.",Education Pop,,,,
,2020,2018,45.7817485,3.0855436,Auvergne,RESF 63,https://www.educationsansfrontieres.org/?page=contacts&id_rubrique=161,21 Rue Jean Richepin,Clermont-Ferrand,63000,21 Rue Jean Richepin Clermont-Ferrand 63000 ,"Le Réseau Éducation Sans Frontière défend les jeunes sans papiers et leurs familles en mobilisant leur entourage, pour un accueil digne, humain et durable. Partenariats au sein du réseau Traces.",Accueil / Accompagnement / solidarités,,"Le Réseau Éducation Sans Frontière défend les jeunes sans papiers et leurs familles en mobilisant leur entourage, avec comme point d'ancrage les établissements scolaires, les enseignants, les parents d'élèves, les habitants du quartier pour un accueil digne, humain et durable.",Education/ Plaidoyer,Reseau
,,2018,45.769009,3.0874353,Auvergne,Lieutopie,https://www.lieutopie-clermont.org/,21 rue Kessler,Clermont-Ferrand,63000,21 rue Kessler Clermont-Ferrand 63000 ,"Association étudiante animant un lieu de vie. Rencontres, ateliers, DIY, concerts, épicerie bio, locale et solidaire, cuisine partagée. Accueille des événements sur les thématiques des discriminations, du racisme et de la solidarité.",,,,,Association
,2020,,45.6680413,6.3774505,Savoie ,Association Solidarité Territoire d'Albertville (ASTA),https://www.facebook.com/AstaSolidariteAlbertville/,21 rue Lamarque,Albertville,73200,21 rue Lamarque Albertville 73200 ,Association gérant la Coordination Tarentaise pour le Droit d'Asile et le Collectif Hébergement Albertville. Contribue au réseau Traces.,Accueil / Accompagnement / solidarités,,,,
,,2018,45.7617805,4.8712086,Rhône,Les Transformateurs,https://www.lestransformateurs.org ,21 rue St Victorien ,Lyon,69003,21 rue St Victorien  Lyon 69003 ,"Compagnie de spectacle vivant contemporain, associant théâtre, danse, musique, vidéo. Thématiques de la frontière, de la mémoire, de l'(a)normalité. Organise régulièrement des événements en lien avec e réseau Traces.",Artistes/ Collectifs d’artistes,,,Theatre,Compagnie
,,,45.7311091,4.9151975,Rhône,Cinéma les alizés,https://www.cinemalesalizes.com/,214 avenue Franklin Roosevelt ,Bron,69500,214 avenue Franklin Roosevelt  Bron 69500 ,,Equipements culturels / lieux / Champ culturel,,,Cinéma,Lieu
,,,45.1296009,5.5881435,,Les Vertaccueillants,https://vertacueillants.wordpress.com/,216 Chemin de la Chenavière,Lans en Vercors,38250,216 Chemin de la Chenavière Lans en Vercors 38250 ,"Accueil en Vercors des migrants, notamment demandeurs d’asile et/ou réfugiés, ou demandeurs de tit res de séjour, ainsi que leur famille.",,,,,
,2020,,45.30105409999999,5.8749822,Isère,Les Milieux,https://www.facebook.com/Les-Milieux-814340048946693,22 Chemin du Vieux Frêne,Saint-Hilaire,38660,22 Chemin du Vieux Frêne Saint-Hilaire 38660 ,"A tous ceux qui souhaitent créer une dynamique pédagogique, artistique et scientifique autour des milieux naturels et du patrimoine culturel qui constituent le paysage du Plateau des petites roches. Contribue au réseau Traces.",,,,,Association
,,,45.7301847,4.8679574,,Collectif Les Trois-Huit,https://compagnielestroishuit.fr/,22 Rue du Commandant Pégout,Lyon,69008,22 Rue du Commandant Pégout Lyon 69008 ,"Collectif artistique à la direction du Nouveau Théâtre du 8è. Recherche et création sur la diversité des langues, de transmission de la pratique théâtrale, et d’infusion artistique avec les personnes rencontrées sur le territoire urbain. Collaborations avec le réseau Traces.",Artistes/ Collectifs d’artistes,,,Theatre,Compagnie
,,"2018, 2007",45.7301847,4.8679574,,Nouveau Theatre du 8e,http://nth8.com/,22 Rue du Commandant Pégout,Lyon,69008,22 Rue du Commandant Pégout Lyon 69008 ,"Lieu de fabrique théâtrale. Spectacles, ateliers, rencontres. Partenariats avec Traces sur la thématique de la guerre d'Algérie.",,,,Theatre,Lieu
,,,45.5680725,5.9204004,,CartOng,https://www.cartong.org/fr,23 boulevard du Musée,Chambéry,73000,23 boulevard du Musée Chambéry 73000 ,ONG specialisée en gestion de l'information géographique. Appui aux acteurs de la solidarité internationale. Projet « Cartes d'ici et d'ailleurs » : favoriser l’inclusion sociale des personnes migrantes en France.,Solidarités,,,,
,,,45.5503012,3.7420106,,Centre Culturel Le Bief,www.lebief.org,23 rue des Chazeaux,Ambert,63300,23 rue des Chazeaux Ambert 63300 ,"Composé d'un lieu d'exposition, de divers ateliers, d'une artothèque, le centre culturel Le Bief organise également des spectacles pluridisciplinaires hors les murs. Accueille des événements en lien avec les migrations.",Equipements culturels / lieux / Champ culturel,,,,
,,2018,45.7783653,4.9193701,Rhône,Centre Social Grand Vire,http://csgrandvire.fr/,23 Rue Jules Romains,Vaulx-en-Velin,69120,23 Rue Jules Romains Vaulx-en-Velin 69120 ,"En plus de son action de maintien du lien social à l'échelle locale, le Centre Social Grand Vire accueille des événements de la biennale Traces.",Education /Educ pop,,,,Centre Social/MJC/Regie
,2020,2018,45.7598334,4.8837963,Rhône,Le RIZE,http://lerize.villeurbanne.fr/,23 rue Valentin-Haüy,Villeurbanne,69100,23 rue Valentin-Haüy Villeurbanne 69100 ,"Espaces culturels et pédagogiques, archives municipales, médiathèque, pôle recherche et café. Programmation en lien avec les thématiques de la migration, partenariats réseau Traces.",Patrimoine / mémoire,,,,Institution
,2020,,45.7677997,4.8875907,Rhône,Centre culturel et de la vie associative (CCVA),,234 cours Emile Zola,Villeurbanne,69100,234 cours Emile Zola Villeurbanne 69100 ,"Salle de 1100 places accueillant des événements culturels associatifs, dont des événements e lien avec les migrations. Participe à la biennale Traces 2020.",,,,,
,,,45.7831152,4.7967558,Rhône,Le Lien Théâtre,https://www.lelientheatre.com/,237 rue des Erables,Lyon,69009,237 rue des Erables Lyon 69009 ,Théâtre,Artistes/ Collectifs d’artistes,,,,Compagnie
,,,45.7576536,4.8984459,Rhône,GRAC - Groupement Régional d'Actions cinématographiques,http://grac.asso.fr,24 Rue Emile Decorps,Villeurbanne,69100,24 Rue Emile Decorps Villeurbanne 69100 ,Réseau de salles de cinéma de proximité et indépendantes. Diffusion et valorisation de la culture cinématographique. ,Equipements culturels / lieux / Champ culturel,,,,Cinéma
,,2007,45.76811060000001,4.8877255,Rhône,"La Maison Livre, de l'Image et du Son (MLIS)",https://mediatheques.villeurbanne.fr/2016/05/maison-du-livre-de-limage-et-du-son/,247 cours Émile Zola,Villeurbanne,69100,247 cours Émile Zola Villeurbanne 69100 ,"Médiathèque, lieu d'exposition d'art contemporain. Programmation en lien avec les thématiques des migrations, partenariats avec le réseau Traces.",Equipements culturels / lieux / Champ culturel,,,Bibliothèque/médiathèque,Lieu
,2020,,45.7558726,4.847813299999999,Rhône,Causons,https://causons.org/,249 rue Vendôme,Lyon ,69003,249 rue Vendôme Lyon  69003 ,"Cours de langues basés sur l’échange culturel, donnés par des enseignants issus de l’immigration, formés et rémunérés dans le cadre de l’association. Evènements interculturels, pour favoriser découvertes, rencontres et partage. ",,,,,
,2020,2018,44.9285868,4.925663,Drôme,Maison des Solidarités Nelson Mandela,https://www.mds-mandela.org/,25 rue Charles Gounod,Valence,26000,25 rue Charles Gounod Valence 26000 ,"Lieu d'information, de formation et de rencontre autour des thématiques de la paix, de l'engagement, et du racisme.  Partenariats avec le réseau Traces.",Accueil / Accompagnement / solidarités,Education /Educ pop,,Education Populaire,Association
,2020,,45.775232,4.818003099999999,Rhône,Villa Gillet,https://www.villagillet.net/,25 Rue Chazière,Lyon,69004,25 Rue Chazière Lyon 69004 ,"Centre international pluridisciplinaire donnant la parole aux écrivains, aux penseurs, aux artistes contemporains et au public. Littérature, sciences humaines, politiques et sociales, philosophie, arts visuels, arts du spectacle. Contribue à la construction des biennales Traces.",Equipements culturels / lieux / Champ culturel,,,,
,,2007,45.1297577,5.5879534,,Parc naturel régional du Vercors,http://www.parc-du-vercors.fr/,255 Chemin des Fusillés,Lans-en-Vercors,38250,255 Chemin des Fusillés Lans-en-Vercors 38250 ,"Parc Naturel Régional, a déjà accueilli des événements dans le cadre du réseau Traces.",Collectivité,,,,Collectivités Territoriales
,2020,2018,45.56221310000001,5.9028502,Savoie,ADDCAES,https://www.addcaes.org/,259 place René Vair,Chambery,73031,259 place René Vair Chambery 73031 ,"Association Départementale pour le Développement et la Coordination des Actions auprès des Étrangers de la Savoie. Intégration des immigrés et de leurs familles, accès aux droits et à l’égalité des chances. Participe à la construction des biennales Traces.",Réseau,Accueil / Accompagnement / solidarités,,,Reseau
,,,45.7698814,3.0936295,Auvergne,CERDI  Centre d'Etudes et de Recherches sur le Développement International,https://cerdi.uca.fr/cerdi-uca-fr/accueil-cerdi-25175.kjsp#/admin,26 avenue Léon-Blum,Clermont-Ferrand,63000,26 avenue Léon-Blum Clermont-Ferrand 63000 ,"Économistes, chercheurs du CNRS, de l’IRD et enseignants-chercheurs. Étude des processus de développement international : financement du développement, trajectoires de développement durable et intégration des pays en développement dans l’économie mondiale.",,,,,
,,2018,45.7567434,4.831328,,Collectif reconnaissance,,26 Place Bellecour,Lyon,69002,26 Place Bellecour Lyon 69002 ,Provoquer la reconnaisance institutionnelle de la diversité culturelle dans l'espace public français et de l'UE. Dénoncer et combattre les crimes de génocide et tous ceux contre l'humanité en cours d'éxécution.,Accueil / Accompagnement / solidarités,,,,Collectif
,2020,,46.3414555,2.5964414,Auvergne,Collectif Lilananda,https://www.lilananda.fr/,27 rue du Châtelet,Montluçon,03100,27 rue du Châtelet Montluçon 03100 ,"Rassemble musiciens, chanteurs, techniciens et amateurs de musique autour de la création de spectacles pour tous les publics. Participe à la biennale Traces 2020.",,,,,
,,,45.56677579999999,5.917622,Savoie,Individu,https://www.univ-smb.fr/,27 Rue Marcoz,Chambéry,73000,27 Rue Marcoz Chambéry 73000 ,Sociologue,Recherche,,,Université,Recherche
,2020,,45.7220358,4.0084984,Loire,Château de Goutelas,https://chateaudegoutelas.fr/,277 route de Goutelas,Marcoux,42130,277 route de Goutelas Marcoux 42130 ,"Situé entre Lyon, Saint-Etienne et Clermont-Ferrand, le château de Goutelas associe à une activité d’hébergement-restauration un projet culturel d’envergure. Accueille des événements lors des biennales Traces.",Equipements culturels / lieux / Champ culturel,,,,
,2020,,45.7500835,4.845504399999999,Rhône,APASHES - Atelier de Productions Audiovisuelles pour les Sciences Humaines Et Sociales,http://apashes.free.fr/,28 Rue de la Thibaudière ,Lyon,69007,28 Rue de la Thibaudière  Lyon 69007 ,Atelier de Productions Audiovisuelles pour les Sciences Humaines et Sociales. Participe à la construction de la biennale 2020.,Recherche,Journalisme-documentaire (qui peut se mêler avec artistes),Artistes/ Collectifs d’artistes,,Association
,,2018,48.8352227,2.4096386,Paris,Musee National de l'histoire de l'immigration,https://www.histoire-immigration.fr/,293 Avenue Daumesnil,Paris,75012,293 Avenue Daumesnil Paris 75012 ,"Rassembler, sauvegarder, mettre en valeur et rendre accessibles les éléments relatifs à l’histoire de l’immigration en France. Partenariats avec le réseau Traces. ",Patrimoine / mémoire,,,Musée,Institution
,2020,2018,45.57069629999999,5.940467,Savoie,Secours Catholique Savoie,http://Savoie.secours-catholique.org/,297 Rue de la Martinière,Chambéry,73008,297 Rue de la Martinière Chambéry 73008 ,"Accueil et accompagnement des personnes vulnérables (demandeurs d'asile, gens du voyage, personnes isolées, familles à faibles revenus).",Accueil / Accompagnement / solidarités,,,,
,,,45.904203,5.6782052,Ain,Sivom du Valromey,http://www.sivom-valromey.fr,3  place Brillat Savarin Maison de Pays,Valromey  Bugey Sud,01260,3  place Brillat Savarin Maison de Pays Valromey  Bugey Sud 01260 ,,,,,,
,,2018,44.550836,4.6815023,Ardèche,Cinéma Regain,http://www.cinema-leteil.fr/,3 Chemin du Château ,Le Teil,07400,3 Chemin du Château  Le Teil 07400 ,Cinéma organisant des projections en partenariat avec le réseau Traces.,Equipements culturels / lieux / Champ culturel,,,Cinéma,Lieu
,construction,,45.7694909,4.8285712,Rhône,Collectif item,http://www.collectifitem.com/,3 impasse Fernand Rey,Lyon,69001,3 impasse Fernand Rey Lyon 69001 ,Le collectif ITEM est une structure de production indépendante composée d’une douzaine de photographes. Les migrations sont au cœur du travail de plusieurs des membres du collectif.,Artistes/ Collectifs d’artistes,,,Photographes,Collectif
,2019,,45.76439449999999,4.8288649,,Galerie l'oeil écoute,https://www.galerie-oeilecoute.fr/,3 Quai Romain Rolland,Lyon,69005,3 Quai Romain Rolland Lyon 69005 ,"Espace d'exposition pour des œuvres photographiques. Expositions en lien avec les thématiques de la migration, contribution au réseau Traces.",Equipements culturels / lieux / Champ culturel,,,,
,2020,,43.4104389,3.6991853,Vercors,Le Grain de la Voix,https://cie-legraindelavoix.com/,3 rue Denfert Rochereau,Sete,34200,3 rue Denfert Rochereau Sete 34200 ,"Compagnie spécialisée dans l'adaptation à la scène, de textes marquants de la littérature contemporaine. Membre contributeur du réseau Traces.",Artistes/ Collectifs d’artistes,,,,
,,,45.7736139,4.8323349,Rhône,Regard Sud galerie,https://www.regardsud.com/,3 rue des Pierres Plantées,Lyon,69001,3 rue des Pierres Plantées Lyon 69001 ,"Lieu d'exposition. Artistes du pourtour méditerranéen et d'ailleurs, passerelles vers les pays du Maghreb et du Moyen-Orient.",,,,Art,Lieu
,2020,,45.5672794,5.925899600000001,Savoie,Université populaire AQVC,http://aqcv.org/adultes/universite-populaire.html,3 rue du Laurier,Chambéry,73000,3 rue du Laurier Chambéry 73000 ,"Propose une fois par semaine une soirée de conférences accessibles à tous, quel que soit le parcours personnel de chacun. ",Education /Educ pop,,,Educ pop,
,,2018,44.7359289,4.5983597,Ardèche,Médiathèque municipale Jacques Dupin,http://www.bm-privas.fr/search.php?action=Accueil,3 Rue Élie Reynier,Privas,7000,3 Rue Élie Reynier Privas 7000 ,"Événements en lien avec les thématiques des migrations, partenariats avec le réseau Traces.",Equipements culturels / lieux / Champ culturel,,,Bibliothèque/médiathèque,Lieu
,,2018,45.3964097,4.325790599999999,Loire,Centre Social Cré-Actifs,https://www.cre-actifs.fr/,3 rue Gambetta,Le chambon Feugerolles,42500,3 rue Gambetta Le chambon Feugerolles 42500 ,"En plus de son action de maintien du lien social à l'échelle locale, le Centre Social Cré-Actifs accueille des événements de la biennale Traces.",Education /Educ pop,,,,Centre Social/MJC/Regie
,2020,,45.4452264,4.3984486,Loire,Cimade Saint-Etienne,https://www.facebook.com/lacimadesaintetienne/,3 Rue Louis Soulié,Saint-Etienne,42000,3 Rue Louis Soulié Saint-Etienne 42000 ,"La Cimade a pour but de manifester une solidarité active avec les personnes opprimées et exploitées. Elle défend la dignité et les droits des personnes réfugiées et migrantes quelles que soient leurs origines, leurs opinions politiques ou leurs convictions.",Accueil / Accompagnement / solidarités,,,,
,2020,"2007, 2000",45.7685232,4.8311494,Rhône,ONACVG,www.onac-vg.fr,3 rue Louis Vitet,Lyon,69281,3 rue Louis Vitet Lyon 69281 ,"Office national des anciens combattants et victimes de guerre. Assistance notamment aux rapatriés, aux harkis et à leurs familles. Participe à la biennale Traces 2020.",Recherche,Patrimoine / mémoire,,,Recherche
,2020,2018,45.76228450000001,4.8845711,Rhône,Alwane,www.alwane.org,30 avenue Auguste Blanqui,Villeurbanne,69100,30 avenue Auguste Blanqui Villeurbanne 69100 ,"Soutient des actions générées par des civils en Syrie, de lutte contre la déscolarisation des enfants de familles déplacées victimes de la guerre. Evénements de sensibilisation et d'échange autour de la situation syrienne. Soirée syrienne à la biennale 2020.",Accueil / Accompagnement / solidarités,Equipements culturels / lieux / Champ culturel,,,Association
,,2018,45.760656,4.857513400000001,Rhône,Bibliothèque Municipale de Lyon,https://www.bm-lyon.fr/,30 boulevard Vivier-Merle,Lyon,69003,30 boulevard Vivier-Merle Lyon 69003 ,Le Réseau des bibliothèques municipales de Lyon participe à la construction des biennales Traces.,Equipements culturels / lieux / Champ culturel,,,Bibliothèque / Médiathèque,Lieu
,2020,,45.7703751,3.0800647,Auvergne,Le Damier,https://www.ledamier.fr,30 rue Drelon,Clermont-Ferrand,63000,30 rue Drelon Clermont-Ferrand 63000 ,Cluster d'entreprises culturelles et créatives en Auvergne. Participe à la biennale Traces 2020.,,,,,
,2020,,44.6104263,4.475538,,Toiles du Doc,https://www.facebook.com/lestoilesdudoc/,300 route de Mirabel,Lussas,07170,300 route de Mirabel Lussas 07170 ,"Dispositif de l'association Ardèche Images à Lussas, pour soutenir la diffusion de films documentaires en Auvergne-Rhône-Alpes. Participe à la biennale Traces 2020.",,,,,
,2020,2018,45.7883744,4.8005701,Rhône,Les ArTpenteurs,https://les-artpenteurs.com/,308 avenue AndréÏ Sakharov,Lyon,69009,308 avenue AndréÏ Sakharov Lyon 69009 ,"Compagnie Théâtre et Lecture, crée et diffuse des spectacles, réalise des projets pluri-artistiques et des actions d’éducation artistique et culturelle. Organise le Parcours « Langues et Migrations » aux biennales Traces (2014, 2016, 2018, 2020).",Artistes/ Collectifs d’artistes,,,Artistique pluridisciplinaire,Compagnie
,2020,2018,45.1622608,5.738211799999999,Isère,Villeneuve Debout,http://villeneuvedebout.org/wakka.php?wiki=PagePrincipale,"31 Place des Géants",Grenoble,38100,"31 Place des Géants Grenoble 38100 ",Association d'animation culturelle et de fédération interassociative. Participe à la biennale Traces 2020.,,,,,Association
,,,45.7716423,4.8347239,Rhône,Les Amoureux au ban public - Lyon,https://www.facebook.com/Amoureux.Ban.Public.Lyon/,31 Rue Imbert-Colomès ,Lyon,69001,31 Rue Imbert-Colomès  Lyon 69001 ,"Encourager la mobilisation des couples binationaux pour la défense de leurs droits à vivre en famille. Collecte et diffusion d’informations sur la situation juridique des couples binationaux en France et à l’étranger, et accompagnement dans démarches administratives.",,,,,
,,,45.1863215,5.7254745,,Projet LAMI de l’association UN TOIT POUR TOUS,,31 Rue Lesdiguières   ,Grenoble,38000,31 Rue Lesdiguières    Grenoble 38000 ,"Accueil sur 3 ans de 90 familles syriennes : recherche et mise en état des logements et accompagnement des personnes pour favoriser leur insertion (soutien scolaire, démarches administratives, initiation aux codes sociaux et aux valeurs de la société).",,,,,
,2020,2018,45.7634631,4.845579799999999,National,ISM Corum,http://www.ismcorum.org/,32 Cours Lafayette,Lyon,69003,32 Cours Lafayette Lyon 69003 ,"Communication interculturelle et prévention des discriminations. Traduction et interprétariat au service des migrants, des collectivités, des administrations et organisations publiques. Partenariats réguliers avec Traces.",Accueil / Accompagnement / solidarités,,,,Association
,,2018,45.7682841,4.9466569,Rhône,CNMA,https://cnma.fr/,32 rue du 24 Avril 1915,Décines-Charpieu,69150,32 rue du 24 Avril 1915 Décines-Charpieu 69150 ,"Le centre national de la mémoire arménienne (CNMA) offre un large choix d’ouvrages sur l’histoire, la littérature et la culture arménienne, en français, arménien occidental et oriental.",Patrimoine / mémoire,,,,Institution
,2020,,44.8956548,4.644732299999999,,"L'Embarqu'café, café associatif",https://embarqucafe.wordpress.com/,32 Rue Simon Vialet,Vernoux-en-Vivarais,07240,32 Rue Simon Vialet Vernoux-en-Vivarais 07240 ,"Café associatif. Concerts, lectures, ateliers, expositions. Participe à la biennale Traces 2020.",,,,,
,,2018,48.8384468,2.3699488,Savoie,ADOMA,https://www.adoma.cdc-habitat.fr/,33 Avenue Pierre Mendès-France,Paris,75013,33 Avenue Pierre Mendès-France Paris 75013 ,"Présente sur l'ensemble du territoire national, loge ou héberge plus de 88 000 personnes en difficulté : jeunes en insertion, travailleurs précaires, bénéficiaires de minima sociaux, travailleurs migrants, familles monoparentales... Partenariats réguliers avec Traces.",Accueil / Accompagnement / solidarités,,,,
,,,45.7716352,4.8348904,Rhône,Cimade Grand-Lyon,https://www.lacimade.org/regions/auvergne-rhone-alpes/,33 Rue Imbert-Colomès,Lyon,69001,33 Rue Imbert-Colomès Lyon 69001 ,"La Cimade a pour but de manifester une solidarité active avec les personnes opprimées et exploitées. Elle défend la dignité et les droits des personnes réfugiées et migrantes quelles que soient leurs origines, leurs opinions politiques ou leurs convictions.",Accueil / Accompagnement / solidarités,,,,
,2020,2018,45.18994319999999,5.7366546,Isère,La Ligue de l’Enseignement 38,http://www.laligue38.org/,33 rue Joseph Chanrion,Grenoble,38000,33 rue Joseph Chanrion Grenoble 38000 ,"Mouvement d’éducation populaire qui agit pour la laïcité, la citoyenneté, les valeurs de la République et la vie associative. Organise des événements lors des biennales Traces.",Accueil / Accompagnement / solidarités,Education /Educ pop,,,
,2020,,45.2429389,4.6707699,Ardèche,ASTI Annonay,https://asti-annonay.fr/,34 Avenue de l'Europe,Annonay,07100,34 Avenue de l'Europe Annonay 07100 ,"Associations de Solidarité avec Tou-te-s les Immigré-e-s. Assurer la défense des étranger(ère)s et immigré(e)s dont les droits ne sont pas respectés, accompagnement juridique et administratif, sensibilisation et lutte contre les discriminations.",,,,,
