Implication Réseau 1/2/3,Implication 2019-2020,Implication 2017-2018,Latitude,Longitude,Département,Structure,Site Web,Adresse,Ville,CP,Full Address,Description,THEMATIQUE_1,THEMATIQUE_2,THEMATIQUE_3,Type de lieu,Organisation structurelle
,,,45.8291602,4.9718289,Ain,"CADA Ain Centre D’accueil pour Demandeurs d’Asile CPH Centre Provisoire d’Hébergement",,Allée des Peupliers,Miribel Cedex,01705,Allée des Peupliers Miribel Cedex 01705 ,,,,,,
,,,44.945139,4.8855829,Drôme,ADOS,http://www.ados-association.org/,Allée du Concept,Bourg-lès-Valence,26500,Allée du Concept Bourg-lès-Valence 26500 ,Solidarité internationale. Coopération entre collectivités sénégalaises et françaises. Permettre des échanges humains et techniques entre territoires du nord et du sud.,,,,,
,,2018,45.1828589,5.7246757,Isère,Cinéma Le Méliès,http://www.laligue38.org/programme,Allée Henri Frenay,Grenoble,38000,Allée Henri Frenay Grenoble 38000 ,"Cinéma indépendant Art & Essai, engagé sur beaucoup de plans, en particulier sur la question de la migration et en partenariat avec le réseau Traces.",Equipements culturels / lieux / Champ culturel,,,,
,2020,,45.76678159999999,4.879560199999999,,Interquartier Mémoires et patrimoines,https://www.villeurbanne.fr/je-participe/ou-m-impliquer/interquartiers-memoire-et-patrimoine,Avenue Aristide Briand,Villeurbanne,69100,Avenue Aristide Briand Villeurbanne 69100 ,"Collectif d’habitants. Rencontre et échange autour des questions de mémoire et de patrimoine. Journées du patrimoine, balades urbaines. Participe à la biennale Traces 2020. ",,,,,
,,,45.2430647,4.6700328,,DUDH,http://www.annonay.org/spip.php?page=fiche_assoc&id=1420,Avenue de l'Europe,Annonay,07100,Avenue de l'Europe Annonay 07100 ,"Collectif comprenant 25 personnes physiques et 10 associations ou personnes morales. Dénoncer toute atteinte aux droits humains, localement ou à une plus large échelle, quand celles-ci lui sont signalées.",Artistes/ Collectifs d’artistes,,,,
,,,44.9257453,2.4394647,,RESF Cantal,https://www.educationsansfrontieres.org/spip.php?rubrique112,Avenue de la République,Aurillac,15000,Avenue de la République Aurillac 15000 ,"Le Réseau Éducation Sans Frontière défend les jeunes sans papiers et leurs familles en mobilisant leur entourage, pour un accueil digne, humain et durable. Partenariats au sein du réseau Traces.",,,,,
,2020,,46.2212885,5.228354599999999,Ain,Centre Psychothérapique de l’Ain,https://www.cpa01.fr/,Avenue de Marboz,Bourg-en-Bresse,01012,Avenue de Marboz Bourg-en-Bresse 01012 ,"Assurer des soins individuels ou en groupes grâce à une équipe pluriprofessionnelle, dans le respect de la confidentialité. Participe à la biennale Traces 2020.",,,,,
,,,45.179105,5.7471482,,Le Passage,,Avenue Washington,Grenoble,38100,Avenue Washington Grenoble 38100 ,"Habitat participatif où vivent 5 familles dans 5 appartements, partageant des locaux communs équipés pour accueillir. Ces dernières années, ce sont surtout des DA / réfugiés qui sont accueillis.",,,,,
,2020,,45.7790127,4.8668464,Rhone,l’Ecole urbaine de Lyon,https://ecoleurbainedelyon.universite-lyon.fr/,Boulevard du 11 Novembre 1918,Villeurbanne,69100,Boulevard du 11 Novembre 1918 Villeurbanne 69100 ,"Projets de recherche interdisciplinaires, de formation et de diffusion scientifique. Anthropocène. Participe à la biennale Traces 2020.",,,,,
,,,45.187314,5.723879,,Collectif isérois D’ailleurs nous sommes d’ici,https://sursaut-citoyen.org/Collectif-iserois-D-ailleurs-nous-sommes-d-ici,Boulevard Gambetta,Grenoble,38000,Boulevard Gambetta Grenoble 38000 ,"Accompagnement juridique, notamment suite à interpellation (mobilisation-plaidoyer).",,,,,
,,,45.22560600000001,5.801619000000001,,Accueil Migrants Grésivaudan (AMG),https://migrants-gresivaudan.fr/,Château de Miribel,Montbonnot-Saint-Martin,38330,Château de Miribel Montbonnot-Saint-Martin 38330 ,Accueil de migrants de toutes origines en leur favorisant des conditions d’intégration dignes. Quête de logements sur tout le territoire. Assistance et accompagnement aux migrants et aux accueillants.,,,,,
,,,45.223692,4.549545,,Collectif Accueil Migrants,,Chemin de Meyre,Vanosc,07690,Chemin de Meyre Vanosc 07690 ,Collectif local d'accueil aux personnes migrantes.,,,,,
,,2018,45.3028808,5.4863037,Isère,Cie Creabulle,https://www.cie-creabulle.fr/,Clos des Chartreux,Tullins,38210,Clos des Chartreux Tullins 38210 ,"Compagnie de théâtre spécialisée dans la création jeune public et le travail autour des contes, qui propose des spectacles pour adolescents et adultes. Programmation en lien avec les thématiques des migrations.",Artistes/ Collectifs d’artistes,,,,
,,,45.4156856,5.8536053,Savoie,Ville de Saint-Pierre-D'Entremont,https://saintpierredentremontisere.fr,Croix Mollard,Saint-Pierre-d'Entremont,73670,Croix Mollard Saint-Pierre-d'Entremont 73670 ,Ville adhérant au Réseau Anvita (Association Nationale des Villes et Territoires Accueillants).,,,,,
,,2018,44.9389017,5.623167,Isère,Pot au Noir,https://www.potaunoir.com/,Domaine de Rivoiranche,Saint-Paul-lès-Monestier,38650,Domaine de Rivoiranche Saint-Paul-lès-Monestier 38650 ,"Lieu de création, diffusion et développement artistique, implanté en milieu rural. Thématique de la migration, partenariats avec le réseau Traces.",,,,Theatre,Lieu
,,,46.2064404,5.2259065,Ain,Collectif Solidarité Migrants Bourg-en-Bresse,https://www.facebook.com/migrants01/ ,Esplanade de la Comédie,Bourg-en-Bresse,01000,Esplanade de la Comédie Bourg-en-Bresse 01000 ,Collectif comprenant RESF 01/ Ligue des Droits de l'Homme / Cimade / Emmaüs/ ATTAC/ Small Axes/ UD CGT/ Union Syndicale Solidaires/ CGT Educ’action/ FSU / Cent pour un toit / Cabanes Solidaires/ CCFD-Terre Solidaire / CLA/ NPA / Parti Communiste Français/ Ensemble ! / Welcome / ASDA / F.I,Accueil / Accompagnement / solidarités,,,,
,2020,,45.17581269999999,5.2161249,,Textes en l'air,http://www.textesenlair.net/,Grande Cour,Saint Antoine l’Abbaye,38160,Grande Cour Saint Antoine l’Abbaye 38160 ,"Diffusion, création et sensibilisation aux arts de la scène et aux textes d'auteurs contemporains. Festival artistique. Contribue au réseau Traces, résidences en lien avec la migration.", ?,,,,
,,,45.5356754,4.8634441,,Association Solidarité Réfugiés des 2 Rives,,Grande Rue de la Plaine   ,Saint Romain en Gal,69560,Grande Rue de la Plaine    Saint Romain en Gal 69560 ,Accueil et accompagnement de personnes réfugiées. Accueil d'une famille syrienne (9 personnes) depuis février 2017.  ,,,,,
,,,45.28079839999999,4.724777599999999,,Collectif migrants,,Grands Prés,Peaugres,07340,Grands Prés Peaugres 07340 ,Initiative de fidèles chrétiens qui a débouché sur la création d’un collectif citoyen venant en aide aux familles arméniennes.,,,,,
,,,45.7376527,4.6580032,,VAUGNERAY ACCUEIL ET SOLIDARITE,https://www.facebook.com/Vaugneray-Accueil-et-SolidaritA13%A9-VAS-546671385543897/,Hôtel de Ville,VAUGNERAY,69670,Hôtel de Ville VAUGNERAY 69670 ,"Venir en aide aux personnes en situation de précarité, et spécialement les personnes migrantes et/ou réfugiées. Accompagnement vers le travail et le logement. Assistance dans l'exercice de leurs droits sociaux et fondamentaux.",Solidarités,,,,
,,,45.56482,5.9173274,Haute-Savoie,Musée Savoisien,http://www.musee-savoisien.fr/,Hôtel du Département,Chambery,73018,Hôtel du Département Chambery 73018 ,"Musée d'histoire et des cultures de Savoie. Programmation en lien avec les thématiques des migrations, partenariats avec le réseau Traces.",Patrimoine / mémoire,,,Musée,
,2020,2018,45.774936,3.0791218,Auvergne,Faratanin Fraternité Radio Campus ,https://www.facebook.com/farataninfraternite,Impasse Bonnabaud,Clermont-Ferrand,63000,Impasse Bonnabaud Clermont-Ferrand 63000 ,Émission réalisée par et avec des mineurs isolés étrangers récemment arrivés à Clermont-Ferrand. Reportages sur les thématiques de la migration.,Journalisme-documentaire (qui peut se mêler avec artistes)-media,,,Radio,Association
,,,46.1313238,5.1642393,,Collectif Solidarité Migrants,https://sursaut-citoyen.org/Collectif-Solidarite-Migrants,Le Village,Servas,01960,Le Village Servas 01960 ,"Collectif d’associations, de syndicats, de partis politiques et de personnes sans appartenances, qui apporte une aide d’urgence aux personnes en détresse,interpelle les pouvoirs publics et saisi la justice pour faire respecter les droits quand ils existent.",,,,,
,,,46.1313238,5.1642393,,Communauté Emmaüs de Bourg-en-Bresse,https://www.label-emmaus.co/fr/nos-boutiques/communaute-emmaus-bourg-en-bresse-boutique/,Le Village,Servas,01960,Le Village Servas 01960 ,"Hébergement, Habillement, Accueil, Alimentation, Interpellation (mobilisation-plaidoyer).",,,,,
,2020,2016,45.0604361,5.346166,Isère,La Cinquième Saison /ACCR / La navette,http://lacinquiemesaison-accr.org/,Les Gentianes,Pont en Royans,38680,Les Gentianes Pont en Royans 38680 ,"Programmation de spectacles vivants, diffusion radiophonique locale et actions culturelles. Evénements en lien avec la migration, et avec le réseau traces.",Equipements culturels / lieux / Champ culturel,,,,
,,2018,44.8836242,5.6444769,Isère,Tangibles,https://www.xn--nadinebarbanon-rjb.com/,Les Hauches,Roissard,38650,Les Hauches Roissard 38650 ,photographe,Artistes/ Collectifs d’artistes,,,,Association
,,,45.6949452,5.587547,Ain,Solidarité Migrants Bugey-Sud,https://smbs.ovh/,"Mairie de Saint Benoît 13  rue des Maisons Vieilles",Grôslée Saint Benoît,01300,"Mairie de Saint Benoît 13  rue des Maisons Vieilles Grôslée Saint Benoît 01300 ",Mener des actions solidaires à destination des personnes migrantes ou des personnes en situation précaire. Favoriser l’autonomie des personnes accueillies.,,,,,
,2020,2018,45.778134,3.1707304,Auvergne,Association A.N.I.S Etoilé,http://anisetoile.org/,Maison des Paysans Site de Marmilhat,Lempdes,63 370,Maison des Paysans Site de Marmilhat Lempdes 63 370 ,"A.N.I.S Etoilé (Agriculture, Nutrition, Interculturel, Solidarité) contribue à renforcer les capacités des citoyens à faire des choix conscients sur leur alimentation. Festival Cuisine Sans Frontière.",Education /Educ pop,Accueil / Accompagnement / solidarités,,Jeunesse et Education Populaire,Association
,2020,,45.690165,3.6084862,Auvergne,Ciné Parc,http://www.cineparc.fr/,Maison du Parc,Saint-Gervais-sous-Meymont,63880,Maison du Parc Saint-Gervais-sous-Meymont 63880 ,"Cinéma itinérant. Favoriser l’accès au cinéma, dans toute sa diversité. Programmation en lien avec les thématiques de la migration, contribution au réseau Traces.",Accueil / Accompagnement / solidarités,,,,
,,,45.1919925,5.710694,Isère,Les Amis du Monde Diplomatique,https://www.amis.monde-diplomatique.fr/-Grenoble-.html,N/a,Grenoble,38000,N/a Grenoble 38000 ,"Association de lecteurices du Monde Diplomatique, organisation de rencontres-débats. Contribue au réseau Traces.",,,,,
,,,45.764043,4.835659,Rhône,Cie Collapse,https://www.collapsus.eu/,N/a,Lyon,69000,N/a Lyon 69000 ,"Compagnie de spectacle vivant, notamment marionnettes. Circulation internationale des œuvres et des idées. ",Artistes/ Collectifs d’artistes,Artistes/ Collectifs d’artistes,,Theatre,Compagnie
,,2018,45.60745,4.063338,Isère,Abri'Toit 42,N/a,N/a,Montbrison,42600,N/a Montbrison 42600 ,"Apporter aide et soutien aux personnes, de toute nationalité, déplacées par force ou nécessité de leur logement ou hébergement et se trouvant dans une situation d’extrême vulnérabilité, rechercher des solutions d’hébergement temporaire.",Accueil / Accompagnement / solidarités,,,,Association
,,,36.13981,-96.108891,,Cie AnteprimA,http://www.cie-anteprima.com/du-piment-dans-les-yeux---2016.html,N/a,,,N/a   ,,Artistes/ Collectifs d’artistes,,,Theatre,Compagnie
,,,36.13981,-96.108891,,Cie Marbayassa,http://compagnie-marbayassa.com/les-spectacles/gibraltar/,N/a,,,N/a   ,,Artistes/ Collectifs d’artistes,,,Compagnie,Compagnie
,2020,,45.060917,5.344158000000001,,D'une histoire à l'autre,https://www.dune-histoire-a-lautre.fr/,N/a,Pont-en-Royans,38680,N/a Pont-en-Royans 38680 ,"Médiation culturelle, animation du patrimoine, accompagnement touristique. Histoire des Hommes.",,,,,
,2020,,45.78108599999999,3.1107411,Auvergne,Les Amis du Monde Diplomatique,https://www.amis.monde-diplomatique.fr/-Clermont-Ferrand-.html,N/a,Clermont-Ferrand,63000,N/a Clermont-Ferrand 63000 ,"Association de lecteurices du Monde Diplomatique, organisation de rencontres-débats. Contribue au réseau Traces.",,,,,
,2020,,45.675535,6.392726,Savoie ,Les ouvriers de l'image,https://www.lesouvriersdelimage.com/,N/a,Albertville,73200,N/a Albertville 73200 ,"Produire, réaliser, éditer et promouvoir des œuvres audiovisuelles, littéraires et photographiques. Initier et former aux pratiques de l’image fixe et animée, aux techniques documentaires. Exposition à la biennale Traces 2020.",,,,,
,2020,,45.239043,5.40567,Vercors,Toit et Noix,,40 personne de la Chapelle,Notre Dame de l'Osier,38470,40 personne de la Chapelle Notre Dame de l'Osier 38470 ,Accueil matériel et accompagnement humain des demandeurs d'asile.,Accueil / Accompagnement / solidarités,,,,
,,2018,45.7883108,4.9303872,,CTE / Collectif Terrain D'Entente,https://www.collectifterraindentente.com,N/a,Vaulx-en-Velin,69120,N/a Vaulx-en-Velin 69120 ,Implication des publics sur les questions d’amélioration et d’appropriation du cadre de vie. Partenaire de la biennale Traces 2018.,,,,,Collectif
,,,45.201746,5.215726999999999,,Collectif Antonin d’Aide aux Demandeurs d’Asile,https://sursaut-citoyen.org/Collectif-Antonin-d-Aide-aux-Demandeurs-d-Asile,Pelaillon,Dionay,38160,Pelaillon Dionay 38160 ,"Un groupe informel de citoyens, habitants de Saint-Antoine et des environs, concernés par la problématique des réfugiés en France.",,,,,
,,2018,46.039038,5.410126,Ain,Office culturel CJ Bonnet,http://www.jujurieux-office-culturel.fr/,PL Marcel Grillet,Jujurieux,1640,PL Marcel Grillet Jujurieux 1640 ,"Lieu culturel implanté dans une chappelle. Concerts, théâtre, expos, colloques, etc. Événements en lien avec les thématiques des migrations, partenariats avec le réseau Traces.",,,,,
,,2018,45.78833299999999,4.91547,Rhône,Centre Social Lévy,https://centresocialgeorgeslevy.blogspot.com/,Place André Bollier,Vaulx-en-Velin,69120,Place André Bollier Vaulx-en-Velin 69120 ,"En plus de son action de maintien du lien social à l'échelle locale, le Centre Social Lévy accueille des événements de la biennale Traces.",Education /Educ pop,,,,Centre Social/MJC/Regie
,2020,,45.779006,3.085384,Auvergne,Direction de la Culture / Musées,,Place de la Bourse,Clermont-Ferrand,63000,Place de la Bourse Clermont-Ferrand 63000 ,Contribue à la construction et à la réalisation des biennales Traces.,Patrimoine / mémoire,Equipements culturels / lieux / Champ culturel,,Culture,Collectivité
,,,45.2395672,4.6708742,Ardèche,Studio Médiapop / Radio d'ici à Annonay,,Place de la liberté,Annonay,07100,Place de la liberté Annonay 07100 ,,Journalisme-documentaire (qui peut se mêler avec artistes)-media,,,Radio,Associaton
,2020,2018,45.6601752,4.5591339,Rhône,COLAMIRE (Accueil Migrants Réfugiés Saint-Martin-en-Haut),,Place de la Mairie,St Martin en Haut,69850,Place de la Mairie St Martin en Haut 69850 ,"Association d'accueil de migrant·e·s à Saint-Martin-en-Haut, membre du réseau Traces.",Accueil / Accompagnement / solidarités,,,Accueil/ Hébergement,Collectif
,,2018,45.6601752,4.5591339,Rhône,Accueil Migrants Réfugiés Saint Martin en Haut,N/a,Place de la Mairie,Saint-Martin-en-Haut,69850,Place de la Mairie Saint-Martin-en-Haut 69850 ,"Accueillir et héberger des personnes en situation de migration, assurer leur accompagnement visant à leur insertion sociale et professionnelle, leur fournir une aide pour leurs besoins élémentaires (santé, alimentation, transports, scolarisation).",Accueil / Accompagnement / solidarités,,,,Association
,,2018,44.817744,5.751814899999999,Isère,Collectif d'Accueil des Réfugiés en Trièves (CART),https://www.facebook.com/CARTrieves/,Place de la Mairie,Mens,38710,Place de la Mairie Mens 38710 ,"Le CART est un collectif du Trièves qui accueille et héberge, invite à partager un repas, apprend le français etc. ... des demandeurs d'asile.",Accueil / Accompagnement / solidarités,,,,Collectif
,,2018,45.8362912,4.615895,Rhône,Mediatheque municipale de l'Abresle,http://www.mediatheque-2l.fr/index,Place de la République,Abresle,69210,Place de la République Abresle 69210 ,"Événements en lien avec les thématiques des migrations, partenariats avec le réseau Traces.",Equipements culturels / lieux / Champ culturel,,,Bibliothèque/médiathèque,Lieu
,,,45.1943141,5.7315805,,Diocèse de Grenoble-Vienne La Pastorale des Migrants,https://sursaut-citoyen.org/Diocese-de-Grenoble-Vienne-La-Pastorale-des-Migrants,Place de Lavalette   ,Grenoble,38000,Place de Lavalette    Grenoble 38000 ,"1. Favoriser l’accueil inconditionnel de l’étranger en tant que personne, le soutenir dans son chemin d’intégration. 2. Sensibiliser aux problèmes des migrations, combattre les préjugés. 3. Permettre à ceux qui sont croyants de prendre une place active dans l’Église.",,,,,
,,,45.069581,5.54993,,Groupe œcuménique,https://sursaut-citoyen.org/Groupe-oecumenique,Place des Martyrs   ,Villard de Lans,38250,Place des Martyrs    Villard de Lans 38250 ,"Groupe d'hébergement local, rattaché au réseau Welcome (JRS).",,,,,
,2020,2016,45.9190231,6.1289931,Haute-Savoie,Arteppes,https://lemikado.org/culture/larteppes-espace-dart-contemporain/,Place des Rhododendrons,Annecy,74000,Place des Rhododendrons Annecy 74000 ,Espace d'art contemporain au sein d'un lieu social. Programmation en lien avec les thématiques de la migration.,Equipements culturels / lieux / Champ culturel,,,Espace D'art Contemporain,Lieu
,,,46.2446426,5.3516469,,RESF de l’Ain,https://www.educationsansfrontieres.org/spip.php?rubrique124,Place du Château,Meillonas,01370,Place du Château Meillonas 01370 ,"Le Réseau Éducation Sans Frontière défend les jeunes sans papiers et leurs familles en mobilisant leur entourage, pour un accueil digne, humain et durable. Partenariats au sein du réseau Traces.",,,,,
,,2018,45.7662954,4.879662199999999,Rhône,Mission  « Accueillir à Villeurbanne » ,https://accueillir-villeurbanne.fr/,Place du Docteur Lazare Goujon,Villeurbanne,69100,Place du Docteur Lazare Goujon Villeurbanne 69100 ,"Réseau d'acteurs de la solidarité, de la culture, du sport, de l’enseignement, du logement, de l’asile et de l’économie, travaillant à l'accueil des migrants. Partenariats avec le réseau Traces.",,,,Service Mairie,Collectivité Territoriale
,,2018,45.7662954,4.879662199999999,,Médiathèques départementales de la Drôme ,https://mediatheque.ladrome.fr/,Place du Dr Lazare Goujon,Villeurbanne,69100,Place du Dr Lazare Goujon Villeurbanne 69100 ,"Réseau de médiathèques. Programmation en lien avec les thématiques des migrations, partenariats avec le réseau Traces.",Equipements culturels / lieux / Champ culturel,,,Bibliothèque/médiathèque,Lieu
,2020,,45.43908690000001,4.387918,Loire,Collectif stéphanois de lutte contre l’islamophobie,,Place Hôtel de Ville,Saint-Etienne,42000,Place Hôtel de Ville Saint-Etienne 42000 ,Collectif local de lutte contre l'islamophobie et pour l'égalité. Participe à la biennale Traces 2020.,,,,,
,,2018,45.3966898,4.324499299999999,Loire,Ville du Chambon-Feugerolles,https://lechambon.fr/,Place Jean Jaurès,Le Chambon-Feugerolles,42500,Place Jean Jaurès Le Chambon-Feugerolles 42500 ,,Collectivités Territoriales,,,,Collectivité Territoriale
,,2018,45.959517,5.357003,Ain,MJC Ambérieu-en-Bugey,http://mjc-amberieu.org/,Place Jules Ferry,Ambérieu-en-Bugey,01504,Place Jules Ferry Ambérieu-en-Bugey 01504 ,"Maison des Jeunes et de la Culture. Événements en lien avec les thématiques des migrations, partenariats avec le réseau Traces.",Equipements culturels / lieux / Champ culturel,,,Centre Social/ MJC / Régie,Lieu
,,,45.746704,6.294552899999999,,ASTI Faverges,http://astifaverges.over-blog.com/,Place Marcel Piquand,Faverges,74210,Place Marcel Piquand Faverges 74210 ,"Associations de Solidarité avec Tou-te-s les Immigré-e-s. Assurer la défense des étranger(ère)s et immigré(e)s dont les droits ne sont pas respectés, accompagnement juridique et administratif, sensibilisation et lutte contre les discriminations.",,,,,
,2020,"2018, 2016, 2007",45.1931456,5.7283982,Isère,Musée Dauphinois,http://www.musee-dauphinois.fr/,Place Saint-André,Grenoble,38000,Place Saint-André Grenoble 38000 ,"Musée d'histoire alpine. Programmation en lien avec les thématiques des migrations, partenariats avec le réseau Traces.",Patrimoine / mémoire,,,Musée,Institution
,2020,,45.5635748,5.9245619,,Les Nuits de la Roulotte,https://lesnuitsdelaroulotte.com/,Placee Président Mitterand,Chambéry,73000,Placee Président Mitterand Chambéry 73000 ,"Organise un festival de musique en plein air chaque hiver, autour des cultures tsiganes et nomades. Participe à la biennale Traces 2020.",,,,,
,2020,,45.759885,4.843129999999999,Rhône,Soif de République,,Préfecture,Lyon,69003,Préfecture Lyon 69003 ,"Conventions alliant plusieurs communes rhôdaniennes qui vise à réaffirmer les valeurs républicaines au plus près des habitants pour combattre toutes les formes de discriminations et d'intolérances qui remettent en cause le « vivre ensemble ». Participe à la biennale Traces 2020.",,,,,
,,,45.2531685,4.785137,,Collectif Urgence Solidarité,https://www.facebook.com/people/Collectif-Urgence-SolidaritA13%A9/100012764058773,Route de la Mairie   ,Saint Desirat,07340,Route de la Mairie    Saint Desirat 07340 ,"Accueil des familles migrantes, logement. Soutien scolaire.",,,,,
,,2018,44.4066052,4.1406642,Ardèche,Mediatheque intercommunale du pays de Vans en cevennes,https://cdc-vansencevennes.reseaubibli.fr/index.php?lvl=cmspage&pageid=6&id_rubrique=24,Route de Païolive ,Les Vans,07140,Route de Païolive  Les Vans 07140 ,"Événements en lien avec les thématiques des migrations, partenariats avec le réseau Traces.",Equipements culturels / lieux / Champ culturel,,,Bibliothèque/médiathèque,Lieu
,,,45.76388550000001,4.868864500000001,,Equipe Sésame du Secours Catholique,,Rue Baraban,Lyon,69006,Rue Baraban Lyon 69006 ,"Accueil de migrants isolés en précarité d’hébergement sur 4 permanences (lun-jeu). Café, soutien dans les démarches, cours de français et ateliers qui favorisent le vivre ensemble : peinture, foot, informatique, théâtre...",,,,,
,,,45.1840957,5.7233581,,Collectif Patate Chaude,https://collectif16septembre.wordpress.com/,Rue Berthe de Boissieux   ,Grenoble,38000,Rue Berthe de Boissieux    Grenoble 38000 ,"Collectif grenoblois de solidarité avec les Roms. Regroupe militant-e-s de longue date, représentants de partis politiques, de syndicats, élus, professionnels de l’action sociale, et Roms, habitants de l’agglomération, voisin-e-s des différents camps.",,,,,
,2020,,46.2062684,5.2223416,Ain,Collectif Solidarité Migrants,https://www.facebook.com/pg/migrants01/about/?ref=page_internal,Rue Bourgmayer,Bourg-en-Bresse,01000,Rue Bourgmayer Bourg-en-Bresse 01000 ,"Les membres du Collectif Solidarité Migrants agissent pour que les droits des migrants soient appliqués, et militent pour que ces droits soient élargis. Solidarité, aides au quotidien, suivi des dossiers administratifs...",Accueil / Accompagnement / solidarités,,,,Collectif
,2020,2018,44.5504369,4.683533,Ardèche,Ville de Le Teil,https://www.mairie-le-teil.fr/,Rue de l'Hôtel de ville,Le Teil,07400,Rue de l'Hôtel de ville Le Teil 07400 ,Participe à la biennale Traces 2020.,Collectivités Territoriales,,,Mairie,Collectivité Territoriale
,,,45.352887,5.505326,,SolidaRives,https://solidarives.wixsite.com/solidarives,Rue de la Moyroude,Rives,38140 ,Rue de la Moyroude Rives 38140  ,"Accueillir et accompagner des demandeurs d’asile et/ou réfugiés en leur proposant un hébergement à titre temporaire, et en facilitant leur intégration sociale.",,,,,
,,,45.3964843,5.734905599999999,,Collectif Accueillir Ensemble en Chartreuse,https://sursaut-citoyen.org/Collectif-Accueillir-Ensemble-en-Chartreuse,Rue de Perthuis  ,Saint Laurent du Pont,38380,Rue de Perthuis   Saint Laurent du Pont 38380 ,Des habitants (80 familles) des communes de Chartreuse se mobilisent pour héberger et accompagner des demandeurs d’asile depuis décembre 2016.,,,,,
,,2018,44.8190545,5.7574298,Isère,Hôtel Europa et Golem Théâtre,http://hoteleuropa.fr/,Rue des Alpages,Mens,38710,Rue des Alpages Mens 38710 ,Compagnie de théâtre. Thématiques en lien avec l'Histoire et la Mémoire. Projet L'Europe sans bagage en lien avec des historiens et des lieux de Mémoire. Contribue au réseau Traces.,Artistes/ Collectifs d’artistes,,,Compagnie,Compagnie
,,,45.0667896,4.832030899999999,,ASTI / RESF Tournon Ardèche,http://resftournon07.blogspot.com/,Rue des Roches,Tournon,07300,Rue des Roches Tournon 07300 ,"Le Réseau Éducation Sans Frontière défend les jeunes sans papiers et leurs familles en mobilisant leur entourage, pour un accueil digne, humain et durable. Partenariats au sein du réseau Traces.",,,,,
,,,45.5234668,4.5401498,,Jarez Solidarités,http://accueilmigrantsvalfy.free.fr/jarez-solidarites.html,Rue des Vergers,Cellieu,42320,Rue des Vergers Cellieu 42320 ,"Initier, organiser, mettre en œuvre, accompagner, coordonner toutes actions de solidarité envers les personnes en difficulté, quelles que soient leurs origines, leur culture, leur religion. Soutien matériel du Collectif Accueil Migrants Valfleury.",,,,,
,,,45.7751466,4.9162397,,Association Vaulx solidarité Saint Thomas,,Rue Driss Benzekri   ,Vaulx-en-velin,69120,Rue Driss Benzekri    Vaulx-en-velin 69120 ,"Aide dans les domaines majeurs de la vie : santé, éducation, logement, travail, et liberté de circulation. Sensibilisation sur la situation et les conditions de vie des Roms.",,,,,
,,,45.04351519999999,5.0546357,,Association d’Entraide au Logement,,Rue du Chapitre,Romans sur Isère,26100,Rue du Chapitre Romans sur Isère 26100 ,Fournit appartements ou hébergement chez des particuliers à des personnes sans-papier.,,,,,
,,,45.1501609,4.6129454,,Ensemble pour un toît,,Rue du Cotet,Satillieu,07290,Rue du Cotet Satillieu 07290 ,"Collectif local d'accueil, d'hébergement, de formation et d'activités socioculturelles.",,,,,
,,,45.297071,4.563053,,Collectif Pilatois Solidaires,https://sursaut-citoyen.org/Collectif-Pilatois-Solidaires,Rue du Couvent,Bourg-Argental,42220,Rue du Couvent Bourg-Argental 42220 ,Collectif d’environ 70 personnes pour l’accueil des personnes migrantes dans le Pilat.,,,,,
,,,45.5661446,5.9196789,,ActionFroid Chambéry/Grenoble,http://www.actionfroid.org/,Rue du Sénat de Savoie,Chambéry,73000,Rue du Sénat de Savoie Chambéry 73000 ,"Association d'aide aux personnes SDF, en particulier à la défense contre le froid : maraudes de matériel de survie (couvertures, gants, bonnets, écharpes.",,,,,
,,,44.752963,5.369289999999999,,Réseau Diois pour l’Accueil des Réfugiés,https://reseaudioisaccueil.wordpress.com,Rue Félix Germain,Die,26150,Rue Félix Germain Die 26150 ,"Mobiliser des ressources pour venir en aide aux personnes et familles qualifiées de « réfugiées » par suite de fait de guerre civile, extérieure, de génocide, ou de situations mettant en péril leur sécurité dans leur pays d’origine. ",,,,,
,,,45.5228574,4.4923256,,Collectif Accueil Migrants Valfleury,http://accueilmigrantsvalfy.free.fr/,Rue Froide,Valfleury,42320,Rue Froide Valfleury 42320 ,"Collectif local d'accueil aux personnes migrantes. Parrainages, aide d'urgence, rencontres, cinéma et débats.",,,,,
,,,45.78178519999999,3.0868504,,Le Réseau d’accueil des étrangers LDH,https://sursaut-citoyen.org/Le-Reseau-d-accueil-des-etrangers-LDH-et-CIMADE,Rue Jean Richepin,Clermont-Ferrand,63000,Rue Jean Richepin Clermont-Ferrand 63000 ,Réseau d'accueil local géré par la Ligue des Droits de l'Homme et la Cimade.,,,,,
,,,46.1875495,6.2400891,,Bienvenue aux réfugiés,https://www.facebook.com/Annemasse-Bienvenue-aux-rA13%A9fugiA13%A9s-676721402491223/?hc_ref=PAGES_TIMELINE&fref=nf,Rue Jules Massenet,Annemasse,74100,Rue Jules Massenet Annemasse 74100 ,"Hébergement, activités socioculturelles.",,,,,
,2020,,44.755343,5.367751999999999,,Théâtre de Die,http://theatre-de-die.com/,Rue Kateb Yacine,Die,26150,Rue Kateb Yacine Die 26150 ,"Scène conventionnée ""Art en territoire"". Organise le festival de théâtre et d'arts documentaires F(r)iction du Réel, qui fait partie de la biennale Traces 2020.",,,,,
